record_ID,units_sold
213297,54.51737
213301,35.464916
213303,6.980825
213304,15.306207
213305,44.50675
213306,31.784246
213308,54.66724
213309,48.672356
213310,57.61801
213311,26.046911
213312,170.71408
213314,22.462349
213315,24.085768
213316,22.387836
213317,15.90784
213320,173.34523
213321,126.09566
213322,37.777798
213325,80.51858
213326,70.65462
213327,103.29695
213330,39.68013
213331,88.370346
213332,41.88324
213333,166.58176
213334,17.044064
213335,12.129376
213336,50.136066
213337,38.16531
213338,16.093273
213340,65.03289
213341,63.66215
213343,6.459109
213346,380.3334
213347,36.753563
213348,9.069015
213351,13.487363
213352,40.02
213353,33.10693
213354,18.02168
213355,49.412365
213356,45.380775
213357,56.325207
213358,24.383078
213359,168.78085
213360,15.709776
213361,23.156437
213363,40.33568
213364,36.902454
213365,39.236378
213366,42.12154
213367,50.5682
213369,64.311386
213370,61.93749
213371,19.379158
213372,15.585422
213373,34.6293
213374,31.432602
213375,19.114101
213376,21.901815
213377,25.203506
213378,69.906364
213379,22.83873
213380,163.45863
213381,22.223671
213382,24.418888
213383,30.165333
213384,37.55635
213385,33.79089
213387,29.62807
213388,43.47756
213390,8.571125
213391,40.12945
213392,39.357464
213394,21.238182
213395,35.91529
213396,26.819344
213399,64.13966
213400,22.47751
213401,129.3464
213403,25.81678
213404,21.504696
213408,34.29359
213409,5.8051286
213410,0.73577213
213411,8.0460415
213412,61.78509
213413,56.450855
213414,24.304628
213415,16.614376
213416,28.320976
213417,54.010014
213418,32.816605
213419,15.432548
213420,20.63587
213421,66.68817
213422,22.47751
213423,162.10112
213425,6.063196
213426,25.81678
213427,21.504696
213428,18.650826
213431,34.29359
213432,7.063949
213434,9.304862
213435,76.48531
213436,55.549606
213437,25.50475
213439,25.593487
213440,31.58898
213441,52.553207
213444,14.726457
213445,55.07205
213446,23.179567
213447,140.907
213448,35.270603
213449,24.649076
213454,74.66567
213455,33.406395
213456,22.972916
213457,29.769337
213458,20.528128
213461,53.742504
213462,22.295517
213463,128.97311
213466,34.38656
213467,26.684065
213471,7.317832
213472,67.98207
213473,52.598885
213474,29.58153
213476,37.378983
213477,43.094345
213478,62.50151
213479,66.13722
213480,33.676025
213481,139.4281
213484,45.767063
213485,45.33705
213486,19.617245
213488,42.55532
213489,44.44519
213490,12.038171
213491,25.937359
213494,21.909641
213495,19.604412
213496,4.883577
213497,22.693157
213502,58.177326
213503,15.838146
213505,23.04373
213506,30.698685
213507,26.398792
213510,35.183777
213511,33.80169
213512,6.9725833
213514,23.75995
213516,68.202644
213517,15.413246
213518,94.230446
213519,31.816021
213520,15.351517
213521,22.618835
213522,27.224363
213523,22.924469
213526,22.743725
213528,8.534544
213530,49.637638
213531,48.23454
213532,27.75814
213533,3.0988586
213535,15.263053
213536,28.736279
213537,39.979214
213538,22.017263
213540,33.641865
213541,65.99611
213542,19.581146
213543,141.99318
213545,17.216831
213546,26.786737
213547,34.44168
213548,30.141798
213550,33.83993
213551,26.687222
213554,19.624523
213559,25.82503
213560,37.696255
213561,26.472485
213562,29.2879
213563,32.642937
213564,57.96472
213565,19.704462
213566,131.06549
213567,55.038635
213568,20.184069
213572,40.60509
213573,31.746012
213574,28.423136
213575,6.079416
213576,10.582039
213577,25.104939
213578,44.59011
213579,19.062147
213580,24.081533
213581,74.510864
213582,18.144905
213583,129.47675
213584,24.780012
213587,34.33891
213588,32.421936
213591,34.323833
213593,70.79801
213594,68.49278
213597,20.267162
213598,36.920517
213599,56.142494
213600,26.789152
213601,20.626402
213602,24.205046
213603,71.10206
213604,31.004278
213605,160.69185
213606,30.071697
213607,29.74718
213608,34.21441
213609,28.026583
213610,27.969963
213612,35.270554
213613,30.651157
213614,32.10659
213615,159.79823
213616,129.03462
213617,40.834785
213619,59.53649
213620,70.97941
213621,98.405
213624,34.055626
213625,84.53698
213626,56.03023
213627,297.04886
213630,61.89929
213631,56.75428
213635,66.74623
213639,42.85561
213640,42.665176
213641,13.194967
213643,17.123125
213644,29.11693
213645,48.741364
213648,53.48371
213649,22.047058
213650,129.30385
213651,28.054462
213652,20.406096
213653,25.027313
213654,25.751606
213658,32.60319
213660,35.912903
213661,28.893864
213663,13.32568
213664,23.601196
213665,41.927914
213666,50.95171
213669,63.02442
213670,30.780096
213671,181.73175
213673,38.967182
213674,45.596195
213675,33.21356
213678,63.500023
213681,46.157684
213682,44.234737
213683,32.90935
213685,26.595617
213686,44.715244
213687,60.360867
213688,49.07281
213689,54.760536
213690,46.669094
213691,75.481606
213692,32.8589
213693,210.30568
213694,30.749584
213696,36.64511
213697,30.805687
213698,23.166853
213699,42.52752
213700,49.910767
213701,53.565704
213703,78.76067
213704,48.321384
213707,25.897163
213708,27.88857
213709,52.35641
213711,51.411057
213712,21.193604
213713,200.40999
213716,35.278225
213720,35.925545
213723,123.600334
213724,71.00661
213725,20.93637
213727,44.100166
213728,44.71824
213729,58.804955
213733,60.58502
213734,38.331642
213735,209.78941
213736,57.050163
213737,40.459652
213738,23.222998
213741,48.162487
213743,179.64133
213744,127.826675
213745,70.83363
213748,72.313736
213749,66.95043
213750,109.34876
213752,99.89684
213753,63.9262
213754,261.74146
213755,46.24304
213756,31.361794
213758,77.32152
213759,61.40313
213760,37.389244
213761,52.05479
213762,61.98929
213763,86.985695
213764,9.801018
213765,30.799032
213768,218.86258
213769,174.75536
213770,55.167946
213771,38.59569
213773,83.906204
213774,78.39173
213775,115.19756
213779,105.74564
213780,65.69896
213781,270.9034
213782,24.04168
213783,13.311037
213785,73.303116
213786,53.38062
213787,96.17669
213788,44.56245
213789,61.41947
213790,81.29799
213792,23.645893
213796,25.17498
213797,25.227406
213798,9.575752
213799,3.8973935
213800,12.306594
213801,32.176277
213802,33.556778
213805,72.04265
213806,20.15151
213807,159.42519
213808,13.058209
213809,24.105583
213811,38.404682
213814,41.675137
213816,24.984365
213817,25.416351
213819,5.522603
213820,21.711172
213821,20.796286
213824,50.121098
213825,16.455902
213826,127.38316
213829,21.359219
213830,35.22313
213831,33.96909
213833,22.460546
213834,27.213894
213835,28.186094
213838,8.157158
213840,25.11178
213842,12.788822
213844,19.506016
213848,114.65
213849,68.867874
213850,42.959557
213851,45.21445
213852,39.835094
213853,58.758488
213857,66.483955
213858,40.896923
213859,224.51175
213860,22.0536
213861,13.081648
213862,52.43174
213863,40.15031
213865,43.46884
213866,45.308315
213867,54.06785
213870,82.7278
213871,46.989613
213874,28.855003
213875,32.460625
213878,57.774193
213879,29.84682
213880,109.5556
213883,29.606543
213884,24.777006
213885,0.19187331
213888,20.294989
213891,121.23243
213892,82.9374
213893,29.92021
213895,49.67235
213896,53.6727
213897,78.455864
213900,77.97914
213901,49.58311
213902,186.82559
213903,25.04404
213905,49.5542
213906,38.892063
213907,64.453964
213909,37.76453
213910,53.599762
213912,18.322018
213913,24.378302
213918,25.364815
213919,34.977688
213922,26.034527
213923,69.32072
213924,20.738232
213925,125.760666
213926,12.668234
213928,19.449028
213930,34.948105
213932,38.287426
213935,33.140736
213936,31.955812
213939,25.0932
213940,54.952396
213942,67.328804
213943,26.208685
213944,153.39526
213945,21.232868
213946,12.281672
213947,26.582954
213948,25.2872
213949,19.042566
213951,27.833176
213952,36.591053
213954,23.496521
213955,27.790527
213956,25.036585
213960,11.82082
213961,36.474697
213962,54.103725
213963,33.803917
213964,42.027214
213965,19.840769
213966,65.59097
213967,37.15122
213968,196.97308
213971,20.086075
213972,28.851326
213973,14.107687
213976,152.46121
213977,102.05646
213978,57.330154
213979,33.73328
213980,17.548866
213981,88.09573
213982,105.23529
213983,124.6856
213985,42.147736
213986,41.0764
213987,143.50356
213988,87.66372
213989,340.07452
213990,40.554626
213991,24.061138
213994,83.33402
213995,67.80397
213996,101.85622
213998,71.43763
213999,85.66569
214000,5.0864253
214001,29.379063
214002,23.175045
214004,80.12857
214005,47.54114
214006,16.539564
214008,48.603657
214009,48.380257
214010,61.676407
214011,23.744446
214014,61.01588
214015,47.648453
214016,220.70953
214017,55.956135
214018,41.109272
214019,50.344677
214021,86.19684
214022,56.458405
214023,98.42123
214024,63.00912
214025,26.922573
214026,35.65168
214027,40.45914
214028,67.04414
214032,66.09878
214033,49.984848
214034,260.43475
214035,59.086693
214036,47.215782
214040,70.90929
214041,8.139829
214043,208.0322
214044,143.63231
214045,92.24503
214048,109.2496
214049,110.69608
214050,135.22214
214051,42.247375
214054,135.45639
214055,86.70274
214056,468.72598
214057,37.780178
214061,93.01317
214062,97.2736
214063,160.63533
214065,70.70611
214066,93.81105
214067,32.65804
214070,71.42272
214071,69.02602
214072,30.243011
214073,21.108408
214074,37.213734
214075,45.216473
214076,36.52991
214077,26.925669
214078,43.818504
214079,111.60796
214080,34.063854
214081,208.63687
214082,49.594036
214083,30.081705
214084,42.2924
214085,66.39231
214086,69.28179
214088,43.93084
214089,65.821915
214090,6.3346367
214092,31.45649
214096,28.132704
214097,29.90868
214098,34.386406
214099,16.943497
214100,70.9495
214101,28.486773
214102,133.9688
214103,14.528995
214104,50.157066
214105,59.175587
214106,41.15699
214109,55.124363
214111,40.437027
214112,48.95138
214114,14.359348
214115,28.50392
214116,31.45161
214118,48.618225
214120,55.116463
214121,19.077961
214122,148.87105
214124,21.847216
214125,19.53225
214126,14.635314
214129,55.884487
214130,59.47599
214131,19.118488
214133,26.92016
214134,41.92139
214135,50.209946
214136,27.13909
214137,32.715427
214138,55.450302
214139,81.34389
214140,29.548351
214141,262.53754
214142,18.769619
214143,8.116255
214144,31.868658
214145,30.185955
214146,25.57057
214148,42.675087
214149,56.85546
214151,161.69606
214152,76.242195
214153,25.03743
214154,52.200474
214155,61.888046
214156,122.25175
214158,44.118614
214159,79.23351
214160,40.676758
214161,213.1401
214162,20.437363
214163,11.598559
214164,59.756393
214165,44.086315
214168,48.958786
214169,57.369823
214175,72.786705
214176,52.526142
214177,11.890427
214178,44.55867
214179,44.92408
214180,85.545845
214184,76.91007
214185,37.884663
214186,228.4422
214187,56.9643
214188,43.14377
214191,55.55593
214192,13.863572
214193,60.516537
214194,33.01007
214195,16.1895
214196,41.481487
214197,55.481506
214198,56.357277
214202,79.38488
214203,43.019085
214204,166.00279
214205,50.144188
214206,92.87113
214207,60.631824
214209,68.40678
214210,70.56266
214213,33.677082
214215,10.685629
214216,26.0153
214217,42.346825
214218,10.26823
214221,80.87889
214222,22.426605
214223,152.02287
214224,21.65039
214225,30.650455
214226,28.137321
214227,44.448673
214228,33.49192
214229,27.82173
214230,27.852148
214231,34.08703
214233,16.906227
214235,109.31804
214236,86.1006
214237,43.56788
214240,65.58592
214241,67.490295
214242,96.68303
214245,95.74916
214246,49.88441
214247,314.0266
214248,18.058603
214249,10.092748
214251,68.47528
214252,47.844135
214253,93.69552
214255,66.78143
214256,79.40171
214258,15.758447
214261,18.134945
214262,45.20384
214263,27.053278
214265,11.920265
214266,28.197926
214267,27.732565
214271,76.486565
214272,27.024525
214273,128.2973
214274,24.118797
214275,16.211655
214276,35.237003
214277,35.308346
214278,27.431414
214281,41.288303
214282,19.233135
214283,2.7097578
214284,35.77434
214285,26.122849
214286,24.82489
214287,36.798943
214288,34.41475
214292,35.654232
214293,37.85665
214296,19.427362
214297,79.82095
214300,160.78252
214301,112.47308
214302,53.596695
214305,91.02737
214306,106.98569
214307,121.02362
214310,33.785473
214311,102.39775
214312,57.616764
214313,79.686066
214314,28.101534
214315,17.895777
214316,74.8104
214317,54.860764
214318,283.48822
214320,18.97933
214321,27.310682
214322,23.329956
214325,86.27872
214326,98.37087
214327,37.14605
214328,9.077918
214330,49.10738
214331,66.47764
214332,54.905983
214333,41.813343
214334,49.41112
214335,23.277433
214336,72.3596
214337,38.766075
214338,43.71226
214339,24.671926
214340,19.942312
214341,39.186142
214342,33.5448
214343,232.51018
214344,13.152339
214345,15.039588
214346,20.209517
214348,9.727277
214349,28.079348
214350,53.419765
214351,45.15518
214352,37.807125
214355,40.811512
214356,39.091686
214357,20.682247
214358,23.929947
214360,76.37197
214361,24.673382
214362,35.48993
214363,19.12214
214364,11.522308
214366,31.526768
214367,42.308517
214368,139.66791
214370,16.459774
214371,20.28696
214373,3.754725
214374,10.132618
214375,13.031482
214376,277.5576
214377,234.47076
214378,73.552666
214379,18.823364
214381,177.91385
214382,193.79547
214383,199.677
214387,198.85341
214388,103.91158
214389,174.48103
214390,34.303806
214391,26.70396
214393,120.07613
214394,57.55322
214395,332.72153
214396,13.726147
214397,30.522533
214398,45.61712
214399,13.232888
214400,56.14853
214402,14.340292
214403,82.354416
214404,78.647484
214406,54.680664
214407,72.689476
214408,70.97173
214411,41.768326
214412,62.37039
214413,32.959633
214414,54.916058
214415,19.231253
214416,11.631419
214417,49.683
214418,38.089
214421,14.747483
214422,24.65258
214425,165.23927
214426,117.47824
214427,61.889145
214428,19.16307
214430,126.19222
214431,133.99449
214432,111.16271
214434,123.36517
214435,170.1554
214436,110.096344
214437,31.204756
214438,21.622444
214440,91.964806
214441,69.32538
214443,11.285662
214444,14.440111
214445,32.14794
214447,27.998823
214450,44.980812
214454,21.426146
214455,39.0162
214456,35.815475
214457,27.968695
214458,29.793194
214459,44.05331
214460,73.3144
214461,24.91638
214462,36.64566
214463,26.615496
214464,19.254354
214466,36.92107
214467,42.60668
214468,105.084564
214469,11.451138
214470,19.760487
214471,22.285116
214472,54.899178
214473,43.225273
214475,1.9223812
214476,35.00681
214477,27.59117
214478,16.452759
214481,56.1447
214482,14.32975
214483,103.23304
214484,17.324697
214487,31.021326
214488,155.03804
214491,10.236975
214494,54.283623
214495,46.653824
214498,42.028145
214499,65.00685
214500,72.623825
214501,37.029232
214504,110.48364
214505,53.682144
214506,74.28541
214507,39.309692
214508,36.682415
214510,58.45541
214511,52.674664
214512,190.00902
214513,12.936292
214514,18.04211
214515,24.523218
214517,25.151407
214518,56.20528
214519,39.349884
214522,11.014307
214523,29.853182
214524,42.099525
214526,21.699747
214527,47.586452
214528,17.2559
214529,19.808031
214530,19.438656
214531,20.046335
214534,7.038544
214539,13.461296
214540,12.161517
214541,31.217802
214542,39.340443
214543,19.548758
214545,41.367855
214546,12.902996
214547,9.86698
214550,15.085753
214551,15.693435
214554,8.822063
214555,88.021454
214556,71.52592
214557,42.754288
214559,78.9551
214560,84.614265
214561,69.91969
214564,75.20387
214565,46.04486
214566,61.561405
214567,22.349161
214569,54.113743
214570,36.210793
214571,298.63562
214572,11.568608
214573,18.574184
214574,20.547825
214575,12.688038
214577,78.62951
214578,49.70973
214579,17.648396
214581,35.61447
214582,59.439415
214583,45.857693
214587,61.96632
214588,45.05441
214589,58.846912
214590,40.67079
214591,36.6862
214592,189.78888
214593,13.066116
214595,18.95712
214596,46.84561
214597,45.535484
214600,41.08564
214601,54.197163
214605,73.816025
214606,28.619158
214607,46.080383
214608,26.306692
214609,20.539602
214610,35.22138
214611,40.283348
214612,185.30768
214614,12.836777
214615,17.401642
214618,70.4845
214619,69.44845
214620,46.981525
214622,45.216824
214623,67.74249
214624,48.9755
214625,56.838257
214626,61.17729
214627,73.98871
214628,76.89771
214629,40.381393
214630,49.58187
214631,31.841646
214632,27.007406
214634,43.463524
214635,37.438892
214636,262.4237
214637,18.471762
214638,17.946516
214639,28.11912
214640,7.575234
214642,36.469357
214643,27.380995
214646,25.871464
214647,17.623236
214651,47.152054
214652,12.222143
214653,9.563457
214656,21.85824
214657,86.92281
214660,9.78931
214661,147.86813
214662,115.838196
214663,57.79251
214665,112.09078
214666,102.49836
214667,87.53091
214671,91.3402
214672,53.565994
214673,69.15009
214674,29.782202
214675,23.761621
214676,62.817787
214677,118.06986
214678,267.8349
214679,10.739007
214680,16.368317
214681,23.096497
214683,22.540369
214688,93.69008
214689,108.86601
214690,56.131355
214693,98.71766
214694,108.65805
214695,99.556946
214696,50.56263
214699,81.67439
214700,46.936626
214701,72.01566
214704,56.199963
214705,37.328712
214706,258.18936
214708,16.685947
214709,21.600027
214710,38.76773
214712,84.937454
214713,71.76557
214714,47.120758
214716,35.829617
214717,50.680264
214718,45.593307
214719,29.930296
214720,33.773293
214721,48.82555
214722,92.21027
214723,32.926155
214724,46.455677
214725,30.02511
214726,27.119349
214727,40.751125
214728,45.698284
214729,113.79602
214730,11.452942
214731,20.167158
214732,25.498905
214733,3.882377
214734,15.587814
214736,21.506159
214737,41.388
214738,35.08896
214740,21.702595
214741,25.84667
214742,28.85361
214743,36.169724
214745,36.113228
214746,60.200577
214747,20.213818
214748,35.360023
214749,28.038795
214750,29.800573
214751,138.19893
214753,10.7265005
214754,13.411782
214755,9.461615
214763,26.144697
214767,88.676
214768,50.84276
214769,33.60245
214771,50.245724
214772,43.217995
214773,57.041416
214775,60.128647
214776,26.41995
214777,42.84959
214778,21.35863
214780,28.21722
214781,29.650236
214782,159.01581
214785,12.505182
214787,10.802736
214788,51.779842
214789,52.93334
214790,19.00424
214791,33.60598
214792,55.78476
214793,30.129555
214794,69.84204
214795,24.03168
214796,32.20031
214797,25.465872
214798,21.622646
214799,32.597214
214800,39.05087
214801,114.35368
214802,15.062233
214803,13.687575
214804,19.019321
214807,35.094643
214808,23.921873
214809,169.41881
214810,133.60214
214811,92.49418
214813,127.67667
214814,115.834465
214815,108.589294
214818,48.240414
214819,111.273445
214820,60.585693
214821,87.88422
214822,37.97133
214826,62.886433
214827,59.96441
214828,476.9323
214830,22.564184
214831,27.872957
214833,24.402193
214834,8.044935
214836,22.808104
214838,22.894688
214839,37.858955
214841,11.836193
214843,66.622055
214844,18.286665
214845,34.65053
214846,20.666288
214847,57.28197
214848,243.87617
214854,109.45536
214855,71.53163
214856,51.94316
214858,51.55708
214859,65.58749
214860,70.08135
214864,70.19778
214865,38.132195
214866,57.027756
214869,44.47012
214870,46.185364
214872,10.970955
214874,21.14819
214875,14.98129
214877,97.00617
214878,71.53163
214879,51.94316
214880,83.305275
214881,95.75816
214882,70.08135
214884,70.19778
214885,38.132195
214886,56.00329
214887,31.022903
214888,23.28897
214889,49.825855
214890,40.38573
214891,249.2024
214893,15.83943
214894,21.14819
214895,4.270878
214896,19.863962
214899,25.237507
214904,44.779335
214907,12.3227415
214908,38.431995
214909,117.13696
214912,16.14013
214914,58.171604
214915,36.561497
214917,18.299208
214918,30.402666
214919,62.94086
214920,66.56696
214921,28.148752
214922,23.969328
214924,94.70738
214925,48.86457
214926,60.415386
214927,41.041847
214928,27.024609
214931,44.802864
214932,39.224823
214933,116.87186
214935,26.418245
214936,30.92686
214940,114.73407
214942,7.88916
214943,21.155514
214944,51.202534
214945,30.043344
214947,53.915245
214948,60.484837
214949,52.30235
214950,26.046911
214951,33.96911
214953,15.286898
214954,24.085768
214955,22.387836
214956,161.98341
214959,173.34523
214960,132.0996
214961,25.11791
214964,135.11508
214965,127.60315
214966,103.29695
214969,35.922115
214970,93.1804
214971,41.88324
214972,82.29839
214973,23.564146
214974,18.649448
214975,50.136066
214976,38.16531
214977,251.53595
214979,17.049486
214980,21.140438
214982,10.359651
214985,103.448524
214986,36.753563
214987,7.6511407
214990,20.44602
214991,47.825138
214992,33.10693
214993,26.175644
214994,34.59584
214995,29.999092
214996,78.34542
214997,24.383078
214998,39.335842
214999,20.341541
215000,15.129981
215002,40.33568
215003,105.59173
215004,8.653136
215005,14.405868
215006,18.914478
215008,72.12446
215009,62.37363
215010,29.367285
215011,22.54407
215012,39.956585
215013,37.779972
215014,27.268066
215015,28.627512
215016,35.0195
215017,69.906364
215018,22.83873
215019,37.221
215020,22.223671
215021,16.392426
215022,30.165333
215023,55.454426
215024,170.30472
215026,13.335096
215027,17.843706
215029,8.571125
215030,54.028194
215031,45.14455
215033,28.19683
215034,45.25613
215035,54.010014
215038,57.72592
215039,22.47751
215040,36.94366
215043,26.33187
215044,34.842934
215048,13.28736
215049,5.8051286
215050,9.868455
215051,7.9214945
215052,70.56851
215053,61.011013
215054,24.687494
215055,20.510202
215056,37.702713
215057,48.143658
215058,13.508571
215059,21.549139
215060,27.941114
215061,56.359196
215062,22.47751
215063,38.615196
215065,13.856451
215066,25.81678
215067,34.842934
215068,154.90665
215071,14.205085
215072,7.063949
215074,21.918402
215075,78.50198
215076,55.549606
215077,12.84489
215079,24.021828
215080,40.95689
215081,52.553207
215084,14.726457
215085,53.34532
215086,23.179567
215087,32.905315
215088,35.270603
215089,23.30216
215094,74.66567
215095,43.450344
215096,22.556898
215097,39.137245
215098,47.7188
215101,56.789253
215102,22.295517
215103,36.92871
215106,34.38656
215107,26.684065
215111,12.858566
